date,open,high,low,close,volume
2026-05-21 15:00:00,4538.4,4540.45,4536.53,4538.01,619.0
2026-05-21 14:55:00,4535.89,4539.28,4535.89,4538.48,399.0
2026-05-21 14:50:00,4536.37,4538.98,4535.8,4535.89,366.0
2026-05-21 14:45:00,4537.18,4537.35,4535.55,4536.34,336.0
2026-05-21 14:40:00,4537.15,4538.27,4536.29,4537.18,324.0
2026-05-21 14:35:00,4536.93,4537.57,4533.92,4537.21,410.0
2026-05-21 14:30:00,4539.71,4540.25,4536.53,4536.9,444.0
2026-05-21 14:25:00,4536.77,4540.03,4536.69,4539.44,525.0
2026-05-21 14:20:00,4534.51,4537.17,4534.39,4536.81,347.0
2026-05-21 14:15:00,4536.05,4536.55,4534.49,4534.53,488.0
2026-05-21 14:10:00,4532.66,4536.53,4532.3,4536.05,456.0
2026-05-21 14:05:00,4531.96,4533.59,4530.87,4532.62,495.0
2026-05-21 14:00:00,4528.17,4532.83,4527.35,4531.92,581.0
2026-05-21 13:55:00,4528.03,4529.58,4527.21,4528.15,667.0
2026-05-21 13:50:00,4531.92,4532.02,4527.1,4528.16,649.0
2026-05-21 13:45:00,4533.96,4534.3,4531.42,4531.76,456.0
2026-05-21 13:40:00,4532.52,4536.18,4531.74,4533.86,496.0
2026-05-21 13:35:00,4534.43,4534.52,4531.67,4532.47,535.0
2026-05-21 13:30:00,4535.8,4537.23,4533.36,4534.34,553.0
2026-05-21 13:25:00,4537.56,4538.12,4534.08,4535.8,802.0
2026-05-21 13:20:00,4535.42,4540.31,4535.29,4537.54,812.0
2026-05-21 13:15:00,4537.91,4538.02,4532.84,4535.42,867.0
2026-05-21 13:10:00,4537.03,4538.85,4536.62,4537.77,731.0
2026-05-21 13:05:00,4534.77,4537.54,4534.23,4537.09,824.0
2026-05-21 13:00:00,4532.95,4535.15,4531.6,4534.79,953.0
2026-05-21 12:55:00,4533.8,4535.77,4532.41,4532.95,1004.0
2026-05-21 12:50:00,4534.42,4536.49,4533.16,4533.83,944.0
2026-05-21 12:45:00,4536.32,4537.25,4531.35,4534.57,1058.0
2026-05-21 12:40:00,4539.94,4540.09,4534.17,4536.32,1070.0
2026-05-21 12:35:00,4536.91,4541.46,4536.91,4539.94,966.0
2026-05-21 12:30:00,4540.36,4542.39,4533.99,4536.91,1208.0
2026-05-21 12:25:00,4547.93,4548.51,4539.71,4540.39,803.0
2026-05-21 12:20:00,4549.03,4549.5,4546.13,4547.86,737.0
2026-05-21 12:15:00,4551.59,4553.17,4547.3,4548.99,868.0
2026-05-21 12:10:00,4555.7,4555.82,4550.6,4551.61,1052.0
2026-05-21 12:05:00,4557.26,4559.27,4555.09,4555.8,1085.0
2026-05-21 12:00:00,4561.05,4564.95,4556.78,4557.26,1051.0
2026-05-21 11:55:00,4559.83,4561.91,4559.42,4561.1,1082.0
2026-05-21 11:50:00,4565.32,4565.72,4559.14,4559.98,1102.0
2026-05-21 11:45:00,4567.7,4568.19,4565.34,4565.47,989.0
2026-05-21 11:40:00,4565.55,4570.95,4565.46,4567.7,1115.0
2026-05-21 11:35:00,4562.74,4566.82,4561.49,4565.51,1148.0
2026-05-21 11:30:00,4567.0,4569.25,4561.99,4562.74,1354.0
2026-05-21 11:25:00,4565.08,4567.38,4560.57,4567.12,1242.0
2026-05-21 11:20:00,4559.24,4567.97,4557.19,4565.04,1123.0
2026-05-21 11:15:00,4559.74,4561.24,4558.17,4559.28,1240.0
2026-05-21 11:10:00,4549.64,4560.07,4549.33,4559.74,1379.0
2026-05-21 11:05:00,4543.71,4550.87,4541.01,4549.55,1107.0
2026-05-21 11:00:00,4545.25,4549.02,4539.88,4543.66,1296.0
2026-05-21 10:55:00,4547.77,4548.0,4544.94,4545.2,717.0
2026-05-21 10:50:00,4544.17,4548.62,4543.52,4547.5,600.0
2026-05-21 10:45:00,4543.73,4544.53,4541.9,4544.17,592.0
2026-05-21 10:40:00,4542.18,4543.59,4541.17,4543.33,455.0
2026-05-21 10:35:00,4544.1,4545.0,4542.01,4542.21,591.0
2026-05-21 10:30:00,4543.63,4544.98,4539.56,4544.16,772.0
2026-05-21 10:25:00,4540.76,4544.96,4537.04,4543.62,859.0
2026-05-21 10:20:00,4545.7,4546.33,4538.58,4540.86,1024.0
2026-05-21 10:15:00,4544.9,4553.04,4540.25,4545.73,1061.0
2026-05-21 10:10:00,4544.38,4545.67,4542.66,4544.9,910.0
2026-05-21 10:05:00,4542.57,4545.07,4540.26,4544.38,911.0
2026-05-21 10:00:00,4546.55,4548.53,4540.21,4542.45,1020.0
2026-05-21 09:55:00,4544.81,4546.53,4543.79,4546.51,412.0
2026-05-21 09:50:00,4544.78,4545.72,4542.98,4544.8,376.0
2026-05-21 09:45:00,4542.84,4547.41,4541.89,4545.08,483.0
2026-05-21 09:40:00,4544.99,4545.0,4542.38,4542.82,326.0
2026-05-21 09:35:00,4539.84,4545.17,4539.83,4545.14,320.0
2026-05-21 09:30:00,4538.27,4541.03,4537.76,4539.94,384.0
2026-05-21 09:25:00,4537.07,4538.33,4534.52,4538.22,425.0
2026-05-21 09:20:00,4538.83,4539.22,4536.36,4537.07,398.0
2026-05-21 09:15:00,4539.84,4540.47,4538.84,4538.84,301.0
2026-05-21 09:10:00,4538.09,4540.38,4537.88,4539.87,323.0
2026-05-21 09:05:00,4542.0,4542.95,4538.45,4538.46,389.0
2026-05-21 09:00:00,4539.91,4542.08,4539.83,4542.01,327.0
2026-05-21 08:55:00,4540.55,4541.68,4537.96,4539.74,460.0
2026-05-21 08:50:00,4541.21,4541.97,4537.43,4540.55,463.0
2026-05-21 08:45:00,4542.12,4544.49,4540.46,4541.21,371.0
2026-05-21 08:40:00,4542.56,4542.98,4540.33,4542.12,321.0
2026-05-21 08:35:00,4541.24,4543.29,4540.29,4542.56,325.0
2026-05-21 08:30:00,4538.68,4542.4,4538.47,4541.13,461.0
2026-05-21 08:25:00,4536.54,4538.95,4536.22,4538.68,392.0
2026-05-21 08:20:00,4537.77,4538.36,4534.94,4536.8,501.0
2026-05-21 08:15:00,4539.77,4540.25,4537.14,4537.65,503.0
2026-05-21 08:10:00,4539.69,4542.32,4538.53,4539.76,641.0
2026-05-21 08:05:00,4544.44,4546.68,4539.69,4539.69,531.0
2026-05-21 08:00:00,4544.57,4548.94,4543.25,4544.44,555.0
2026-05-21 06:50:00,4542.79,4544.0,4541.9,4542.86,375.0
2026-05-21 06:45:00,4543.46,4544.68,4542.13,4542.79,465.0
2026-05-21 06:40:00,4543.7,4544.09,4542.6,4543.46,643.0
2026-05-21 06:35:00,4543.88,4544.85,4543.18,4543.72,578.0
2026-05-21 06:30:00,4545.66,4546.25,4543.62,4543.87,810.0
2026-05-21 06:25:00,4545.13,4546.51,4545.04,4545.61,911.0
2026-05-21 06:20:00,4547.17,4547.21,4543.01,4545.11,1227.0
2026-05-21 06:15:00,4546.64,4548.34,4545.34,4547.13,565.0
2026-05-21 06:10:00,4546.25,4550.35,4545.68,4546.64,515.0
2026-05-21 06:05:00,4546.7,4546.97,4545.32,4546.24,374.0
2026-05-21 06:00:00,4545.71,4547.99,4545.71,4546.7,820.0
2026-05-21 05:55:00,4547.98,4548.33,4545.29,4545.73,1165.0
2026-05-21 05:50:00,4546.24,4548.43,4545.4,4547.98,1060.0
2026-05-21 05:45:00,4546.45,4547.64,4545.53,4546.25,806.0
2026-05-21 05:40:00,4548.32,4549.31,4545.32,4546.42,819.0
2026-05-21 05:35:00,4545.57,4549.71,4545.22,4548.32,687.0
2026-05-21 05:30:00,4545.1,4547.22,4545.1,4545.59,655.0
2026-05-21 05:25:00,4544.01,4545.66,4543.63,4545.11,512.0
2026-05-21 05:20:00,4545.59,4545.89,4543.25,4544.01,505.0
2026-05-21 05:15:00,4543.76,4545.69,4543.55,4545.57,584.0
2026-05-21 05:10:00,4543.17,4545.18,4542.86,4543.72,570.0
2026-05-21 05:05:00,4542.57,4544.08,4541.6,4543.14,609.0
2026-05-21 05:00:00,4542.27,4544.72,4542.06,4542.57,809.0
2026-05-21 04:55:00,4541.88,4545.01,4541.72,4542.27,771.0
2026-05-21 04:50:00,4539.58,4543.14,4539.11,4541.95,809.0
2026-05-21 04:45:00,4537.11,4540.56,4536.73,4539.63,969.0
2026-05-21 04:40:00,4542.73,4543.12,4537.05,4537.05,903.0
2026-05-21 04:35:00,4539.61,4543.29,4539.54,4542.73,843.0
2026-05-21 04:30:00,4534.84,4539.56,4534.84,4539.47,822.0
2026-05-21 04:25:00,4533.72,4535.08,4531.86,4534.9,1093.0
2026-05-21 04:20:00,4536.14,4536.47,4532.88,4533.76,831.0
2026-05-21 04:15:00,4532.77,4536.59,4532.77,4536.19,898.0
2026-05-21 04:10:00,4532.92,4533.83,4532.17,4532.77,842.0
2026-05-21 04:05:00,4532.29,4533.55,4530.39,4532.9,915.0
2026-05-21 04:00:00,4531.18,4533.12,4529.38,4532.29,1037.0
2026-05-21 03:55:00,4532.03,4532.44,4530.24,4531.47,835.0
2026-05-21 03:50:00,4533.59,4534.4,4531.87,4531.87,809.0
2026-05-21 03:45:00,4533.08,4535.26,4532.29,4533.59,896.0
2026-05-21 03:40:00,4535.91,4535.99,4532.97,4533.1,976.0
2026-05-21 03:35:00,4530.84,4536.4,4530.14,4535.98,1301.0
2026-05-21 03:30:00,4532.31,4534.98,4529.92,4530.85,1274.0
2026-05-21 03:25:00,4533.89,4536.27,4530.89,4532.31,1251.0
2026-05-21 03:20:00,4535.07,4536.86,4533.13,4533.89,1161.0
2026-05-21 03:15:00,4534.1,4535.53,4532.98,4535.01,1224.0
2026-05-21 03:10:00,4535.64,4537.95,4533.27,4534.2,1307.0
2026-05-21 03:05:00,4532.02,4535.61,4531.39,4535.61,1026.0
2026-05-21 03:00:00,4534.44,4534.7,4531.4,4532.02,1077.0
2026-05-21 02:55:00,4532.64,4535.23,4531.22,4534.33,1258.0
2026-05-21 02:50:00,4532.28,4533.4,4530.92,4532.64,1321.0
2026-05-21 02:45:00,4533.66,4534.87,4530.24,4532.3,1449.0
2026-05-21 02:40:00,4527.39,4533.63,4527.26,4533.28,1549.0
2026-05-21 02:35:00,4525.71,4528.52,4525.32,4527.36,1353.0
2026-05-21 02:30:00,4525.86,4529.37,4524.21,4525.72,1520.0
2026-05-21 02:25:00,4526.02,4527.5,4524.04,4525.83,1626.0
2026-05-21 02:20:00,4530.86,4531.26,4524.92,4526.05,1519.0
2026-05-21 02:15:00,4533.62,4533.66,4529.58,4530.84,1134.0
2026-05-21 02:10:00,4533.59,4534.74,4531.52,4533.69,1197.0
2026-05-21 02:05:00,4532.04,4535.2,4531.42,4533.34,1344.0
2026-05-21 02:00:00,4529.27,4532.23,4528.34,4532.01,1394.0
2026-05-21 01:55:00,4533.49,4534.09,4527.3,4529.2,1449.0
2026-05-21 01:50:00,4537.12,4537.88,4532.45,4533.39,1326.0
2026-05-21 01:45:00,4536.88,4537.68,4535.23,4537.12,1386.0
2026-05-21 01:40:00,4537.57,4539.41,4534.7,4536.71,1429.0
2026-05-21 01:35:00,4534.88,4539.12,4534.7,4537.58,1722.0
2026-05-21 01:30:00,4529.41,4534.92,4527.64,4534.92,1862.0
2026-05-21 01:25:00,4536.14,4537.34,4528.63,4529.51,1947.0
2026-05-21 01:20:00,4543.39,4545.38,4535.55,4536.15,2000.0
2026-05-21 01:15:00,4524.53,4552.82,4524.43,4543.38,2043.0
2026-05-21 01:10:00,4526.3,4526.93,4522.96,4524.53,1397.0
2026-05-21 01:05:00,4530.46,4531.91,4523.88,4526.09,1558.0
2026-05-21 01:00:00,4531.27,4535.72,4529.34,4530.54,1807.0
2026-05-21 00:55:00,4529.38,4537.32,4528.63,4531.32,1797.0
2026-05-21 00:50:00,4521.8,4529.71,4520.88,4529.47,1863.0
2026-05-21 00:45:00,4520.46,4524.11,4516.61,4521.74,1916.0
2026-05-21 00:40:00,4523.41,4523.82,4516.99,4520.48,1760.0
2026-05-21 00:35:00,4524.67,4526.82,4515.41,4523.45,1665.0
2026-05-21 00:30:00,4506.78,4528.29,4506.77,4524.53,1800.0
2026-05-21 00:25:00,4502.7,4507.0,4498.97,4506.75,1788.0
2026-05-21 00:20:00,4498.37,4510.83,4495.96,4502.7,1742.0
2026-05-21 00:15:00,4476.71,4503.41,4476.37,4498.21,1856.0
2026-05-21 00:10:00,4476.07,4480.51,4467.08,4476.99,2041.0
2026-05-21 00:05:00,4481.36,4481.62,4475.05,4476.11,1921.0
2026-05-21 00:00:00,4482.97,4485.12,4480.82,4481.36,1971.0
2026-05-20 23:55:00,4485.95,4486.19,4481.95,4482.95,1871.0
2026-05-20 23:50:00,4487.01,4489.57,4484.79,4486.04,1939.0
2026-05-20 23:45:00,4490.1,4492.16,4486.29,4487.0,1913.0
2026-05-20 23:40:00,4485.26,4490.21,4483.08,4490.11,2000.0
2026-05-20 23:35:00,4491.6,4492.9,4484.63,4485.26,1846.0
2026-05-20 23:30:00,4489.22,4493.0,4487.76,4491.6,1976.0
2026-05-20 23:25:00,4494.19,4494.8,4489.2,4489.2,1747.0
2026-05-20 23:20:00,4499.23,4500.27,4493.83,4494.2,1500.0
2026-05-20 23:15:00,4505.32,4505.42,4498.93,4499.18,1475.0
2026-05-20 23:10:00,4498.68,4506.1,4497.37,4505.32,1526.0
2026-05-20 23:05:00,4497.66,4501.75,4496.45,4498.68,1665.0
2026-05-20 23:00:00,4496.09,4501.3,4493.85,4497.66,1760.0
2026-05-20 22:55:00,4498.4,4498.78,4493.79,4496.09,1045.0
2026-05-20 22:50:00,4502.87,4502.92,4498.47,4498.51,792.0
2026-05-20 22:45:00,4502.84,4505.26,4501.64,4502.95,736.0
2026-05-20 22:40:00,4503.64,4504.36,4501.18,4502.72,783.0
2026-05-20 22:35:00,4503.45,4504.39,4500.75,4503.64,858.0
2026-05-20 22:30:00,4499.54,4504.15,4499.15,4503.45,1175.0
2026-05-20 22:25:00,4496.44,4499.54,4496.18,4499.54,1309.0
2026-05-20 22:20:00,4494.4,4497.0,4492.98,4496.38,1045.0
2026-05-20 22:15:00,4496.58,4497.04,4493.84,4494.34,977.0
2026-05-20 22:10:00,4497.65,4497.99,4496.16,4496.57,777.0
2026-05-20 22:05:00,4496.38,4500.08,4495.71,4497.65,966.0
2026-05-20 22:00:00,4499.04,4501.07,4495.93,4496.38,1220.0
2026-05-20 21:55:00,4498.11,4499.56,4496.03,4499.1,859.0
2026-05-20 21:50:00,4493.05,4498.1,4490.88,4498.1,1352.0
2026-05-20 21:45:00,4495.15,4496.76,4491.94,4493.05,1202.0
2026-05-20 21:40:00,4497.49,4498.37,4493.34,4495.15,1137.0
2026-05-20 21:35:00,4498.63,4499.2,4496.05,4497.39,868.0
2026-05-20 21:30:00,4499.93,4500.45,4496.52,4498.67,905.0
2026-05-20 21:25:00,4495.81,4501.42,4495.42,4499.98,896.0
2026-05-20 21:20:00,4491.93,4496.39,4491.09,4495.88,812.0
2026-05-20 21:15:00,4492.98,4496.54,4491.73,4491.99,787.0
2026-05-20 21:10:00,4494.65,4496.18,4492.85,4493.01,769.0
2026-05-20 21:05:00,4494.22,4495.92,4494.07,4494.65,832.0
2026-05-20 21:00:00,4494.62,4496.72,4492.76,4494.2,1056.0
2026-05-20 20:55:00,4494.75,4494.86,4492.57,4494.61,757.0
2026-05-20 20:50:00,4492.41,4494.99,4490.13,4494.63,799.0
2026-05-20 20:45:00,4494.11,4495.85,4492.06,4492.36,936.0
2026-05-20 20:40:00,4495.53,4496.63,4493.99,4494.11,823.0
2026-05-20 20:35:00,4492.52,4497.08,4492.25,4495.57,1028.0
2026-05-20 20:30:00,4489.11,4492.51,4488.61,4492.51,812.0
2026-05-20 20:25:00,4491.43,4492.22,4488.76,4488.99,809.0
2026-05-20 20:20:00,4488.34,4492.32,4488.12,4491.48,925.0
2026-05-20 20:15:00,4487.93,4490.98,4487.24,4488.27,715.0
2026-05-20 20:10:00,4489.77,4490.96,4486.72,4487.9,766.0
2026-05-20 20:05:00,4485.88,4492.14,4485.77,4489.72,743.0
2026-05-20 20:00:00,4485.04,4487.4,4484.68,4485.9,873.0
2026-05-20 19:55:00,4489.55,4490.86,4484.43,4485.04,740.0
2026-05-20 19:50:00,4482.99,4490.05,4482.53,4489.51,905.0
2026-05-20 19:45:00,4483.34,4484.49,4481.79,4483.09,560.0
2026-05-20 19:40:00,4483.08,4484.79,4482.93,4483.28,675.0
2026-05-20 19:35:00,4482.1,4483.2,4479.83,4483.19,682.0
2026-05-20 19:30:00,4474.09,4482.61,4472.93,4482.1,1388.0
2026-05-20 19:25:00,4479.27,4479.57,4472.7,4474.09,1123.0
2026-05-20 19:20:00,4482.51,4483.69,4478.65,4479.34,950.0
2026-05-20 19:15:00,4480.3,4482.57,4479.09,4482.53,1067.0
2026-05-20 19:10:00,4482.08,4482.43,4479.73,4480.3,1223.0
2026-05-20 19:05:00,4484.51,4486.13,4481.47,4482.03,1300.0
2026-05-20 19:00:00,4484.1,4485.97,4483.47,4484.5,1062.0
2026-05-20 18:55:00,4489.17,4490.03,4483.41,4484.09,1003.0
2026-05-20 18:50:00,4481.78,4489.48,4481.27,4489.11,1313.0
2026-05-20 18:45:00,4479.24,4483.05,4479.1,4481.63,1362.0
2026-05-20 18:40:00,4483.63,4483.81,4476.72,4479.2,971.0
2026-05-20 18:35:00,4483.01,4484.35,4478.61,4483.62,978.0
2026-05-20 18:30:00,4485.84,4489.23,4482.86,4483.01,1100.0
2026-05-20 18:25:00,4484.31,4485.94,4482.42,4485.84,1063.0
2026-05-20 18:20:00,4481.51,4486.54,4478.25,4484.35,1406.0
2026-05-20 18:15:00,4482.24,4483.95,4479.49,4481.66,1139.0
2026-05-20 18:10:00,4479.06,4484.12,4477.43,4482.33,1419.0
2026-05-20 18:05:00,4481.18,4483.17,4476.86,4478.89,1156.0
2026-05-20 18:00:00,4478.6,4481.48,4476.73,4481.1,1270.0
2026-05-20 17:55:00,4479.04,4479.82,4476.92,4478.6,1137.0
2026-05-20 17:50:00,4477.92,4479.1,4475.2,4479.1,1072.0
2026-05-20 17:45:00,4481.42,4481.94,4476.34,4477.98,981.0
2026-05-20 17:40:00,4480.16,4483.54,4478.57,4481.42,1394.0
2026-05-20 17:35:00,4478.17,4480.99,4476.05,4480.22,1333.0
2026-05-20 17:30:00,4482.65,4485.86,4477.59,4478.17,1282.0
2026-05-20 17:25:00,4480.31,4483.38,4479.56,4482.65,1328.0
2026-05-20 17:20:00,4478.65,4484.07,4476.44,4480.29,1489.0
2026-05-20 17:15:00,4481.23,4481.23,4477.85,4478.73,1270.0
2026-05-20 17:10:00,4482.99,4485.35,4480.18,4481.23,1297.0
2026-05-20 17:05:00,4477.26,4483.4,4475.27,4483.07,1173.0
2026-05-20 17:00:00,4474.05,4478.93,4471.79,4477.25,1401.0
2026-05-20 16:55:00,4474.77,4475.62,4471.38,4474.2,1327.0
2026-05-20 16:50:00,4473.91,4478.45,4472.47,4474.77,1287.0
2026-05-20 16:45:00,4466.92,4474.9,4465.03,4473.88,971.0
2026-05-20 16:40:00,4466.73,4466.95,4463.8,4466.89,965.0
2026-05-20 16:35:00,4466.73,4468.3,4461.4,4466.68,1098.0
2026-05-20 16:30:00,4471.73,4472.37,4466.63,4466.73,1096.0
2026-05-20 16:25:00,4468.66,4474.38,4467.81,4471.76,1152.0
